dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,7.664378,4.177182,7.572567,1.936501,-0.349169,-0.150386,0.805073
0.020000,7.691187,4.204938,7.611156,1.929454,-0.352320,-0.157515,0.800370
0.020000,7.718033,4.232460,7.649603,1.922340,-0.355722,-0.170100,0.795193
0.020000,7.744927,4.259733,7.687906,1.915155,-0.359233,-0.175554,0.789537
0.020000,7.771878,4.286745,7.726064,1.907897,-0.362917,-0.184232,0.783396
0.020000,7.798898,4.313481,7.764075,1.900555,-0.367071,-0.207700,0.776767
0.020000,7.825994,4.339927,7.801938,1.893133,-0.371132,-0.203034,0.769643
0.020000,7.853176,4.366068,7.839650,1.885632,-0.375048,-0.195824,0.762019
0.020000,7.880454,4.391890,7.877211,1.878050,-0.379076,-0.201359,0.753889
0.020000,7.907834,4.417378,7.914619,1.870384,-0.383336,-0.213018,0.745248
0.020000,7.935326,4.442517,7.951872,1.862641,-0.387146,-0.190494,0.736092
0.020000,7.962938,4.467291,7.988969,1.854832,-0.390418,-0.163588,0.726414
0.020000,7.990675,4.491686,8.025908,1.846949,-0.394171,-0.187694,0.716211
0.020000,8.018547,4.515685,8.062688,1.839010,-0.396963,-0.139561,0.705479
0.020000,8.046558,4.539274,8.099308,1.831028,-0.399067,-0.105228,0.694215
0.020000,8.074716,4.562436,8.135768,1.823004,-0.401209,-0.107093,0.682416
0.020000,8.103025,4.585156,8.172068,1.814966,-0.401924,-0.035753,0.670081
0.020000,8.131492,4.607419,8.208206,1.806923,-0.402119,-0.009740,0.657210
0.020000,8.160122,4.629208,8.244184,1.798897,-0.401337,0.039080,0.643804
0.020000,8.188918,4.650509,8.280002,1.790916,-0.399019,0.115907,0.629866
0.020000,8.217885,4.671306,8.315662,1.782997,-0.395968,0.152556,0.615401
0.020000,8.247027,4.691586,8.351166,1.775176,-0.391043,0.246257,0.600413
0.020000,8.276347,4.711332,8.386515,1.767479,-0.384836,0.310330,0.584913
0.020000,8.305848,4.730533,8.421714,1.759942,-0.376844,0.399597,0.568911
0.020000,8.335533,4.749173,8.456766,1.752600,-0.367137,0.485362,0.552419
0.020000,8.365404,4.767240,8.491676,1.745491,-0.355417,0.585987,0.535453
0.020000,8.395462,4.784723,8.526449,1.738648,-0.342146,0.663575,0.518031
0.020000,8.425607,4.801551,8.560973,1.726191,-0.622884,-14.036918,0.500236
0.020000,8.455579,4.817587,8.594965,1.699615,-1.328795,-35.295549,0.482251
0.020000,8.485171,4.832742,8.628212,1.662335,-1.863963,-26.758399,0.464238
0.020000,8.514325,4.847015,8.660673,1.623059,-1.963841,-4.993876,0.446274
0.020000,8.543032,4.860437,8.692362,1.584455,-1.930195,1.682306,0.428402
0.020000,8.571279,4.873037,8.723293,1.546527,-1.896396,1.689946,0.410668
0.020000,8.599058,4.884844,8.753477,1.509197,-1.866513,1.494141,0.393113
0.020000,8.626358,4.895890,8.782926,1.472465,-1.836593,1.496009,0.375776
0.020000,8.653168,4.906203,8.811651,1.436275,-1.809491,1.355097,0.358691
0.020000,8.679478,4.915816,8.839663,1.400562,-1.785664,1.191345,0.341894
0.020000,8.705279,4.924759,8.866969,1.365332,-1.761488,1.208786,0.325413
0.020000,8.730559,4.933063,8.893579,1.330470,-1.743081,0.920369,0.309276
0.020000,8.755311,4.940757,8.919499,1.295995,-1.723768,0.965627,0.293506
0.020000,8.779523,4.947872,8.944735,1.261818,-1.708848,0.746002,0.278125
0.020000,8.803188,4.954438,8.969293,1.227911,-1.695329,0.675952,0.263150
0.020000,8.826295,4.960483,8.993178,1.194242,-1.683443,0.594295,0.248597
0.020000,8.848836,4.966036,9.016393,1.160757,-1.674248,0.459746,0.234478
0.020000,8.870803,4.971124,9.038941,1.127413,-1.667226,0.351095,0.220803
0.020000,8.892187,4.975776,9.060825,1.094196,-1.660871,0.317766,0.207580
0.020000,8.912980,4.980017,9.082047,1.061061,-1.656728,0.207159,0.194814
0.020000,8.933175,4.983872,9.102606,1.027983,-1.653879,0.142443,0.182509
0.020000,8.952764,4.987368,9.122505,0.994916,-1.653391,0.024396,0.170668
0.020000,8.971740,4.990527,9.141742,0.961887,-1.651419,0.098620,0.159290
0.020000,8.990097,4.993373,9.160318,0.928799,-1.654418,-0.149969,0.148375
0.020000,9.007828,4.995929,9.178233,0.895739,-1.652981,0.071858,0.137921
0.020000,9.024928,4.998215,9.195485,0.862592,-1.657372,-0.219570,0.127925
0.020000,9.041391,5.000253,9.212073,0.829418,-1.658677,-0.065232,0.118383
0.020000,9.057211,5.002062,9.227997,0.796166,-1.662628,-0.197522,0.109291
0.020000,9.072384,5.003660,9.243254,0.762851,-1.665729,-0.155097,0.100644
0.020000,9.086905,5.005066,9.257842,0.729441,-1.670487,-0.237884,0.092436
0.020000,9.100769,5.006297,9.271762,0.695957,-1.674205,-0.185880,0.084663
0.020000,9.113973,5.007369,9.285009,0.662367,-1.679506,-0.265048,0.077319
0.020000,9.126513,5.008297,9.297583,0.628718,-1.682460,-0.147699,0.070397
0.020000,9.138386,5.009095,9.309483,0.594979,-1.686936,-0.223799,0.063891
0.020000,9.149588,5.009777,9.320706,0.561138,-1.692050,-0.255696,0.057797
0.020000,9.160116,5.010357,9.331249,0.527195,-1.697170,-0.256011,0.052108
0.020000,9.169968,5.010844,9.341114,0.493206,-1.699465,-0.114774,0.046818
0.020000,9.179142,5.011251,9.350296,0.459129,-1.703814,-0.217460,0.041922
0.020000,9.187634,5.011589,9.358795,0.424954,-1.708771,-0.247812,0.037416
0.020000,9.195444,5.011865,9.366609,0.390708,-1.712304,-0.176690,0.033294
0.020000,9.202568,5.012089,9.373738,0.356421,-1.714354,-0.102481,0.029552
0.020000,9.209007,5.012268,9.380179,0.322056,-1.718248,-0.194711,0.026185
0.020000,9.214758,5.012410,9.385932,0.287639,-1.720832,-0.129201,0.023190
0.020000,9.219820,5.012521,9.390994,0.253136,-1.725146,-0.215670,0.020564
0.020000,9.224191,5.012606,9.395367,0.218630,-1.725293,-0.007375,0.018302
0.020000,9.227872,5.012670,9.399049,0.184084,-1.727329,-0.101795,0.016403
0.020000,9.230861,5.012716,9.402038,0.149467,-1.730847,-0.175910,0.014865
0.020000,9.233158,5.012749,9.404335,0.114840,-1.731342,-0.024731,0.013685
0.020000,9.234762,5.012771,9.405939,0.080208,-1.731572,-0.011518,0.012862
0.020000,9.235673,5.012782,9.406850,0.045567,-1.732072,-0.024996,0.012395
0.020000,9.236010,5.012786,9.407187,0.016838,-1.436463,14.780471,0.012222
0.020000,9.236064,5.012787,9.407242,0.002722,-0.705800,36.533124,0.012195
0.020000,9.236064,5.012787,9.407242,0.000000,-0.136086,28.485718,0.012195
